Genome	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34
MAG01276_bin.7	0	11569	4602	19333	6505	11794	8327	10602	1813	3364	5593	2315	13284	3950	2443	2072	6992	5700	0	3371	2482	8028	2741	5373	53619	0	2560	10054	0	9142	10889	17638	4813	13122
MAG01277_bin.13	0	394	95	0	173	0	157	0	0	0	922	0	96	0	381	0	90	0	0	0	293	0	1560	0	0	752	1260	0	0	62000	0	1424	489	60
MAG01277_bin.15	4703	17629	17813	2961042	52388	6337811	1486447	4857	2271065	454685	1580920	0	2551772	278360	0	0	1719805	2896	55516	2236721	2234635	2009138	4101	759326	3019621	4726	1288182	5243	954659	3354080	2508612	1548176	1665994	5763
MAG01277_bin.17	17309	0	24023	5009	371060	1328	7970	0	506	0	782	0	0	726	0	0	1591	0	0	5553	0	411	45344	973	0	794	0	774	98018	432983	165869	40508	0	513
MAG01277_bin.19	792	3320	696	0	108423	20778	0	2763	1113	201218	0	3619	4023	31955	0	4609	60335	1060	0	698	0	56772	586	0	0	422	992	1808	3561	569584	1431	9608	1640	2471759
MAG01277_bin.22	0	16250	2180	6305	9084	82907	11722	2928	1122	0	12629	0	0	12456	8487	4923	597108	22737	95	4651	880	109322	12847	14365	10375	0	9746	0	19377	83198	14952	20676	8058	8642
MAG01277_bin.24	1210	6817	0	5053	4231	5422	4010	3417	1001	2661	1491	3072	6629	2649	0	3797	3394	2516	0	2856	0	3123	2853	796	1581	981	0	2656	5812	387769	0	3214	1074	4717
MAG01277_bin.26	0	0	0	0	16	0	0	85	0	13	0	0	0	0	38	0	0	98	0	43	0	0	0	0	0	0	0	117	0	205969	0	0	61	69
MAG01277_bin.29	0	7345	0	5226	2738	0	5504	3791	0	2456	7030	0	5436	2678	0	2269	5004	3372	0	0	7108	4910	3910	1560	60588	7619	2394	4679	2915	2705921	5820	0	3028	5199
MAG01277_bin.30	4768	3431	6638	22490	8028	523284	1853	0	1695	3083	0	0	1971	0	3730	0	356331	0	0	0	1550	8271	3660	3212	37641	0	0	184	10946	511687	25122	20724	3672	1022
MAG01277_bin.31	19271	300497	6872	202396	7513	93542	5493	27585	27894	2484	49599	0	12468	7641	24944	294	5981	134518	0	8082	7905	8751	10507	0	7873	0	13545	25722	0	487128	10036	29196	115123	21669
MAG01277_bin.34	0	20865	901	0	118099	54014	8552	10707	1006	51215	0	1083	11856	1872	1184	3847	31559	2780	0	8509	9100	8427	2001	14286	171157	0	38864	16929	15256	1076037	4830	9517	95260	43457
MAG01277_bin.40	27480	19035	0	130420	8926	90199	27315	60256	12754	41450	22770	0	16650	9779	14099	0	0	8866	199	12164	67935	10576	17007	6209	223695	25984	10744	24158	4029	1122559	39063	17496	59871	12411
MAG01277_bin.5	12156	1607	7461	0	25095	1716	2241	0	0	507	180	0	0	1923	8186	0	0	1148	0	1016	2109	2364	1002	889	2900	1753	2759	0	2662	83854	2665	3773	2767	24080
MAG01277_bin.9	0	267	0	9543	260730	33320	76792	0	0	65818	0	0	0	151	0	0	2948	0	0	138	29896	0	271	59561	6610	0	97	0	209572	280663	105463	138049	120159	188
MAG01278_bin.10	17062	3503	10766	1024	4623	0	3581	1709	1660	0	5900	0	0	1285	8084	0	5526	3500	0	3604	5428	1253	2144	0	0	12649	5542	7080	621111	9675	7957	9700	10778	8994
MAG01278_bin.13	4666	16675	61377	16082	521501	11557	685908	4854	226981	86165	11360	0	3756	560030	5515	0	3757	0	41924	63513	1791957	353109	7938	252530	1264872	5333	791510	9228	843118	305527	447957	1051626	616292	6637
MAG01278_bin.15	1582	8410	1652	18652	37379	74757	26621	2208	63032	5821	314331	0	6796	3837	2866	5691	68713	3282	0	2104	81385	101494	0	80747	1070	1751	129634	3574	1197322	166389	30810	307675	97183	2371
MAG01278_bin.1	2686	24305	0	8456	48362	9050	15042	26784	1813	8268	5219	15388	15876	8427	0	6444	9745	10845	5958	0	1559	6896	6746	3017	2119	1963	13858	327874	1353931	6632	130319	16462	5613	6529
MAG01278_bin.20	9318	45993	0	24260	19342	0	48142	0	11511	3474	28481	0	5027	390	953	2329	0	0	0	48064	5635	0	2594	13809	0	3364	36302	0	46592	13767	9878	120029	59809	9793
MAG01278_bin.21	0	9474	1143	0	3078	1412	11416	2607	0	8074	13641	0	34132	0	0	41	969	1848	0	9602	0	0	662	1909	2574	191	18945	3314	78438	7462	8400	10083	2234	259
MAG01278_bin.25	15139	256707	15395	29791	839670	52369	92121	20753	10054	446615	25624	22514	104001	33168	19559	38073	39237	25697	394	70167	114733	35565	19486	125158	18481	11082	379497	24332	699014	41962	18977	86906	698447	354411
MAG01278_bin.27	598	15531	23894	1768539	182697	3482429	595415	9131	1236654	244960	836884	0	1379755	156589	8418	0	1020950	0	34341	1259528	1375196	1058500	8878	410527	1674971	14034	693602	9085	1264692	515452	1417385	872097	902527	9094
MAG01278_bin.28	479655	565110	241427	281211	66172	52613	72259	68031	497732	108775	258112	0	542707	59134	122630	26236	58515	221248	6503	263341	146918	121973	223335	242078	367616	304643	143272	309522	491860	92637	126601	169462	63670	451967
MAG01278_bin.29	24406	269704	27449	63841	13272	52227	302176	0	54808	30060	111519	0	75376	11129	42919	19819	2767	14214	5507	193580	269206	17683	56110	79822	167222	110403	194217	126453	138183	50497	47334	31256	20357	193234
MAG01278_bin.36	6206	0	3906	97161	21124	22894	12272	190	0	0	0	0	5490	2841	22602	0	7666	2686	0	4914	34203	10789	0	3849	107836	4617	1529	0	87919	7328	87246	51793	28689	113
MAG01278_bin.37	18819	43007	14728	20664	24734	17392	54609	14210	18643	13091	20907	6591	36177	21955	18898	14148	143518	16290	1071	31062	50593	21659	18392	20780	39255	25964	30184	27063	147584	19345	17148	31115	18227	39430
MAG01278_bin.40	4321	0	4001	6220	10159	2183	13624	1194	4260	1428	91	0	0	2572	3618	0	0	812	397	0	7895	6191	0	0	5429	0	915	0	98265	2183	8803	9816	4274	1166
MAG01278_bin.4	10017	182833	6215	19976	41740	22556	375983	0	1698	0	3485	11560	61189	4961	6769	8159	19693	21485	0	83410	0	4743	5113	4108	6142	6968	16912	13582	699184	31123	79426	6655	25281	18084
MAG01278_bin.9	65565	1360	68838	1415	26367	29117	1986	46159	0	1084	19391	0	3223	1091	0	460	18265	0	1053	961	0	2565	583	899	1679	0	998	920	140480	11456	7818	0	9549	1025
MAG01279_bin.12	0	0	94	0	168	89535	96	0	41503	0	0	0	0	0	18	0	204	0	0	0	25	0	0	25	0	31	0	0	78	96	0	0	95	4
MAG01279_bin.13	5452	2373	1919	5216	0	447335	6232	1208	2962	1502	1942	0	1163	0	1882	0	0	3545	0	1658	0	4943	3152	0	1803	4685	5858	2244	0	2221	2926	0	3637	2407
MAG01279_bin.14	199	794	0	0	301	215137	0	100654	0	385	0	2915	15286	0	145	0	0	184	0	75	0	327	0	0	0	0	0	208	0	631	0	345	0	333
MAG01279_bin.15	5111	7827	0	0	6635	63843	4425	0	0	7893	2306	1818	3008	7310	5728	0	2809	7580	0	0	490	21889	691	0	427	1314	0	2162	0	0	16886	0	144	7686
MAG01279_bin.18	0	98939	1564	0	26912	753929	4543	9002	0	19487	4314	4260	6953	29920	1561	4003	82706	11147	185	36106	1119	148358	7914	491	950	926	1940	3933	10205	315955	14080	11188	8242	3318
MAG01279_bin.21	0	46	0	0	0	235524	0	13	0	0	0	0	0	0	113	0	51846	0	0	0	0	0	0	0	0	0	0	1817	0	97	0	158	0	0
MAG01279_bin.23	3273	0	6025	109653	23337	311947	3949	0	48412	45315	6573	0	12381	2407	4989	20366	44265	3758	794	10499	2503	95831	2071	1910	11152	3361	15516	10755	7710	78935	100733	39018	2192	109784
MAG01279_bin.25	0	9954	4874	53329	130216	857051	11697	6911	0	5463	31116	3442	11226	10549	10417	38833	519554	11721	0	0	8599	690860	8796	8682	2542	5119	13669	8086	36182	1182841	255266	54278	16954	10660
MAG01279_bin.26	11392	144775	12736	58373	6703	124253	145502	5852	23539	24524	82185	0	27499	4462	19890	6839	1656	9572	3008	80368	119700	10125	22950	30839	101478	55471	97701	60682	17729	39981	21765	17103	15681	155617
MAG01279_bin.28	0	24640	189	0	296	296649	0	980	0	9988	0	0	0	0	672	0	88761	17014	0	0	0	111	0	0	0	0	0	0	0	226	283	31089	584	4
MAG01279_bin.2	0	0	55	123197	186	746192	0	0	0	0	0	0	0	881	0	0	504739	699	0	0	0	183	196	0	0	0	133	0	0	40	0	0	0	32
MAG01279_bin.35	0	1094	979	2050	0	643783	0	163	0	463	0	0	0	0	1174	0	271443	0	0	0	376	0	613	0	1713	195	0	104	0	0	1695	0	307	129
MAG01279_bin.37	0	827	797	144044	0	280224	0	185	51145	1492	0	0	0	0	732	0	4284	380	0	90	0	3312	0	250	118898	0	166	0	545	0	1156	32283	0	82
MAG01279_bin.43	27187	61947	11985	152200	6958	358632	84339	29090	20445	51296	37723	0	13838	0	17245	1960	3470	0	1326	34860	138335	7402	22617	13017	240371	41011	53664	30874	8432	147417	26300	18579	53938	63626
MAG01279_bin.46	0	19170	2013	0	130743	250810	0	2913	0	15257	0	1244	267590	68400	1771	0	199620	2678	185	4250	0	63910	0	3813	6470	0	5799	5216	412089	4082	1551	29375	13584	26535
MAG01279_bin.47	215003	279970	85244	73585	3205	541535	178853	65145	202281	2582	172375	0	896	36100	110290	120571	16692	54843	0	133206	47065	49801	93034	0	1377	412616	153627	72655	395	25832	20162	152087	119959	18758
MAG01279_bin.48	4639	18889	4615	20310	70253	118962	10733	0	2901	24285	6747	2251	11692	7732	0	11334	70244	8017	0	9866	6017	32125	0	10725	4531	5768	25073	9399	12058	35682	6206	13416	47131	29882
MAG01279_bin.4	6850	19526	964	12907	14329	254319	11997	3351	4983	0	6609	0	7484	4394	0	484	216297	0	489	5172	5917	36144	2550	3000	2827	0	7538	6090	8264	11651	8953	14314	1662	19404
MAG01279_bin.55	38607	102078	41754	33737	15306	219799	55975	62748	134833	0	80122	0	1225	23709	78124	2778	3832	53787	0	107727	48465	105840	30319	9518	0	111343	251899	94936	384	17685	66214	78448	111407	35495
MAG01279_bin.5	1883	0	1936	2243	17158	376020	4031	0	0	524	0	1365	6310	1471	3903	0	40521	4471	0	4320	0	23311	8289	2699	0	10583	0	2523	0	1141	0	11187	5172	994
MAG01279_bin.7	687	1782	0	1526	0	82992	2341	0	1673	0	1011	0	1820	0	916	0	54809	0	0	1945	0	139623	1125	0	2131	2311	1342	0	945	1073	1518	23348	0	2205
MAG01279_bin.8	6433	2801	3727	3190	0	309311	6128	60071	3344	0	2221	0	381	2222	2231	894	0	3395	0	0	4920	1722	4891	0	3628	2632	683	4631	0	2631	0	2620	0	3054
MAG01280_bin.10	4528	14663	2328	85982	2292	15666	45411	2693	83539	0	38401	0	12440	938	0	4374	6666	3819	0	101380	0	4987	3965	12327	2423	11262	16826	1792	0	3004	4201	41342	16299	6909
MAG01280_bin.11	84587	42752	57956	266805	31562	64283	37441	11378	12618	15635	37922	0	28313	11657	31494	0	31839	13403	0	8430	36731	71178	35621	16708	81172	110656	23341	0	15598	56942	37876	41611	35101	52065
MAG01280_bin.12	22673	118771	2856	288797	31393	8230	109524	0	27179	8562	70627	0	10699	1984	0	9952	1016	0	1517	111882	12685	939	10471	33873	0	16807	82785	3043	31953	31367	25741	282150	144134	24515
MAG01280_bin.15	1845127	180759	9934	2062312	124986	183	38104	68371	8437	27101	695551	0	0	0	558891	0	0	3003	3827	0	0	215537	1390	186982	73054	30369	47397	0	402294	182274	784358	2724	1232786	4
MAG01280_bin.16	7989	16571	2866	714934	58821	41143	21217	0	53987	11023	13455	2112	37596	6441	19494	72150	66398	4948	1371	24363	7340	31455	2649	15550	15523	5855	13683	6329	49334	33578	32977	41939	11728	72076
MAG01280_bin.17	0	0	0	120712	0	622	0	91	0	0	2605	0	675	0	0	0	900	0	0	0	11325	0	0	0	0	0	0	0	0	3638	0	0	0	0
MAG01280_bin.18	3705	17270	0	716284	8628	7847	15278	9782	0	9364	5829	9135	17388	5292	4981	4528	7502	0	0	0	1541	4141	4882	2692	1673	0	93990	8016	8375	11581	4122	10697	3701	8827
MAG01280_bin.20	0	79323	0	95756	54854	30240	89519	189	28568	0	0	0	97	0	122	0	19605	3473	0	34052	0	54694	5852	19960	29300	0	9771	0	54110	28874	143492	84045	54216	86
MAG01280_bin.28	15853	192894	795341	639421	0	138867	191998	23773	291052	37376	456616	0	5582	186644	710001	2638	22181	169135	0	109308	0	210628	503097	1033	380	942282	11204	24987	0	143395	501749	283777	267287	5254
MAG01280_bin.30	293294	394091	161056	893781	2696	123492	266509	79752	236194	0	256112	0	2851	55736	171025	152337	23935	83132	0	190965	69215	73736	159296	1971	794	479637	168535	105624	389	48131	35611	225848	142395	23860
MAG01280_bin.35	481437	133929	269310	2033386	50321	51616	43586	73118	384943	34977	245698	0	473098	51507	112703	22799	63619	238627	4331	245907	96947	129897	222195	208446	316704	283889	121991	312414	68947	69458	104894	165944	87350	293076
MAG01280_bin.36	2794	20207	2162	72284	18467	36791	59190	1316	12080	7946	1392	0	0	4657	2405	5820	26293	3523	0	16305	1890	23156	7541	13827	16606	3042	4755	1273	55672	13415	71463	65016	47183	1125
MAG01280_bin.40	43210	49120	16996	145068	29966	19125	0	5601	0	16079	0	0	0	21462	17730	0	10087	30335	1737	5745	99477	14775	14585	2693	92552	5698	13074	0	5263	16709	21859	25205	37048	18546
MAG01280_bin.4	1300	2214	0	506689	1877	2757	2681	50551	0	1610	900	986	2226	0	282830	0	1021	23615	0	593	583	1034	2252	0	331	56165	1022	40196	2344	25450	1227	1721	945	1432
MAG01280_bin.8	13104	13301	7107	104288	7260	29582	8616	12832	2828	3992	0	0	6305	0	8860	1450	5726	27190	189	8603	1770	6110	3113	787	3978	2827	1484	7422	5733	18768	8642	8685	4899	31900
MAG01280_bin.9	1650	5940	9014	4562710	4081	5351	0	7999	1033	8198	2779	13866	5517	12642	0	4405	8361	8350	0	0	1570	4821	3944	2102	1621	0	4464	13382	6013	2621	1323	5973	5405	3867
MAG01281_bin.11	1899	4018	1856	1858	6321000	2935	3580	3312	61374	252121	1315	1814	0	2088	2412	1935	0	6972	1902	0	0	2151	1959	0	0	1020	1231	4154	1557221	822900	935045	2970	1788	2350
MAG01281_bin.18	0	0	413	2645	479321	2221	1977	1619	0	135	1223	0	0	158	0	0	152469	0	0	0	1743	0	1253	0	989	588	1618	0	842	0	573	1742	2840	1080
MAG01281_bin.1	0	37	187	0	117208	0	826	0	0	0	0	0	0	59	291	0	0	431	0	0	0	0	0	17	93	0	99	0	0	0	0	0	299	165
MAG01281_bin.20	0	0	0	0	103166	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	79317	0	0	0	0	0	0	0	0	4675	22510	0	0	0
MAG01281_bin.25	388	599	1332	2321	831095	102830	0	0	1007	96840	0	0	0	162	0	12	8527	0	0	884	298	0	0	0	2152	0	173	1404	2232	2232	3874	6112	6453	54
MAG01281_bin.30	37465	6420	18114	59201	156468	8049	0	3190	2830	11520	0	0	0	21307	85855	0	0	22576	1911	11687	128539	21390	12400	8888	154859	12686	9996	0	7111	8702	15970	14312	80320	9813
MAG01281_bin.34	8052	2292	0	18646	126157	9507	46882	0	16135	19993	10227	0	3737	2183	0	0	1591	0	188	15743	112029	3063	1872	47067	3216	0	4807	24617	35987	34626	39563	39621	101125	0
MAG01281_bin.37	30620	42710	22082	12629	110995	21984	36581	5203	6745	9713	28851	0	28365	4798	7662	0	17824	5618	199	6227	30367	27766	12085	14924	25302	61544	11755	0	16364	25404	22421	41109	56950	29439
MAG01281_bin.38	2361	6810	0	8960	56159	15600	0	5578	0	2324	2322	0	8625	3162	2660	0	18776	3580	0	3114	2691	11242	2381	3111	2150	1544	2294	4170	7978	8548	0	5489	4901	6477
MAG01281_bin.39	1293	0	184	387	371810	65487	1163	0	251	0	0	0	0	190	0	0	12904	902	0	943	4714	0	260	0	507	0	783	0	0	0	0	956	0	233
MAG01281_bin.3	17471	24848	15108	3442779	1791116	1811564	532913	13979	1401973	145391	190334	0	280250	44418	13033	6750	910272	7253	68079	295553	1241154	246881	24553	98021	328021	48633	161015	13867	1898871	102790	1385975	206451	206878	32966
MAG01281_bin.40	1216	3754	0	13261	58963	51675	3490	1380	1527	1853	3771	1014	10817	0	333	0	25163	0	603	3140	0	16958	0	2698	0	0	3218	1231	8701	11204	4305	9614	1040	3578
MAG01281_bin.42	629944	193626	290907	308131	746092	64033	60886	89713	565379	48910	325270	0	647846	82892	152769	27279	114122	259127	6073	335616	203526	168653	249757	337183	482514	434911	193825	394696	99792	119948	145564	201206	78687	407150
MAG01281_bin.7	0	57206	0	0	976771	64168	27286	10900	0	55175	964	0	31606	0	129	0	50	0	1032	0	0	98	0	58	2636	0	17343	2064	12142	2729	15505	11822	0	252
MAG01282_bin.12	1207	192	895	1522	9301	29133	95692	0	699	1751	0	0	3550	0	1043	0	3793	0	0	0	0	6451	0	0	12338	0	262	0	0	3238	344982	10312	0	47
MAG01282_bin.14	14704	72997	1636	36131	20329	7501	74235	1646	20086	5775	45094	0	8874	1032	2646	3517	0	2036	0	71980	10648	942	6786	22082	1203	7654	55154	3942	22584	20521	90070	173139	88758	18955
MAG01282_bin.16	0	0	0	18651	2725	0	0	0	0	0	3877	593	1789	0	17	0	10162	0	255	0	180935	0	0	0	384	0	0	0	0	14728	741670	0	57	1
MAG01282_bin.19	0	49	0	0	0	63	0	0	0	28	0	35	0	0	90	0	0	36	0	0	0	185	0	0	0	26	0	0	0	46	188519	0	60	5
MAG01282_bin.21	6920	0	0	188612	716417	98586	1584040	0	339572	179890	1134	0	0	49536	0	0	4810	3503	53235	491512	432990	393058	999	0	2706	975	0	0	166060	942	564917	762119	35359	865
MAG01282_bin.29	1509	976642	1828	4093	16788	30234	20382	0	1215	51329	38108	2051	13682	19180	3270	2005	14941	8485	0	365675	5838	15993	3724	2091	0	2219	4814	3901	25331	31592	393706	121345	87902	5156
MAG01282_bin.2	4975	29234	0	12195	15213	1153247	9395	11543	2681	9496	4143	2943	22276	28977	16157	28083	31088	10658	0	0	6982	63153	8775	2768	4061	2762	0	25381	25279	41618	1041646	8398	3134	11414
MAG01282_bin.30	1814	25700	1590	53871	13021	31777	32784	2574	11632	5392	32000	1441	33908	6107	3621	2490	13278	13415	0	30142	7502	10477	6918	22793	9100	1880	29879	3672	49507	13831	72449	53994	9809	9678
MAG01282_bin.31	4505	1032	0	32217	54344	10597	96969	2073	8006	21715	5980	0	3240	13245	9361	0	0	393	0	18905	40106	0	944	17781	2001	0	2484	10312	53336	36404	77246	25620	81018	0
MAG01282_bin.32	28912	23858	35854	17209	42759	36012	36639	4550	0	10730	17857	0	16106	4112	9850	0	40848	4628	289	4154	20386	36428	13341	9795	35366	42975	8540	0	17058	23642	83051	63400	77450	23510
MAG01282_bin.33	90372	193555	77664	65876	25106	94787	136250	108574	365962	12157	158445	0	4101	44561	155221	6793	7541	102880	0	211594	212214	187640	79293	15908	910	203331	496190	176327	0	30598	1251422	150807	216751	62121
MAG01282_bin.3	1224	11745	0	1316	0	21141	2980	3694	0	15813	1352	1323	2944	10129	2102	4801	12229	2193	0	0	0	2237238	2320	0	0	924	1033	2839	12107	7534	490047	2274	43188	1175
MAG01282_bin.40	6692	168687	31783	183011	4853	25717	188399	57952	71777	29158	142306	0	8932	21047	56446	5728	17000	16966	0	249978	216020	11022	44975	23593	13323	130869	147102	14818	0	54069	165786	6500	151515	332802
MAG01282_bin.6	4676	7954	1675	14562	14963	3931	7592	0	5023	1051	9764	0	7481	2212	6412	0	24134	0	0	585	6371	8356	1042	4832	14028	1554	1811	0	0	11614	59012	15841	10352	47
MAG01283_bin.13	0	51057	14944	3122	427974	34868	13391	5001	0	526210	16813	2690	915688	168784	11337	16648	32301	9657	0	17903	21418	14917	5592	13206	11209	4749	20451	11290	1394166	8031	4001	86152	47317	88116
MAG01283_bin.15	3262	302773	1967	0	10061	32938	9294	19376	0	625471	14559	5223	10187	0	3851	4421	13627	8890	188	112950	0	22881	5320	970	3260	1995	0	8215	15287	41551	41334	39131	28367	11736
MAG01283_bin.16	63074	205518	31143	100479	114303	115064	144678	58369	86082	1820210	50315	70067	108388	69506	54797	84722	84746	58911	1805	83804	62304	151566	71518	19512	94081	146294	56515	63444	395185	84023	72523	75794	1720404	51366
MAG01283_bin.17	1020	2318	3960	2525	4002	0	16336	2844	2856	78643	0	0	14698	1580	0	511	482	2667	0	4361	583	0	672	0	400	691	0	11292	20852	6709	1710	9973	799	3177
MAG01283_bin.18	0	28878	0	0	187	0	0	632	95	105827	0	0	0	0	0	0	0	280	0	0	36	0	251	0	0	0	92	0	0	0	56	0	0	54
MAG01283_bin.19	0	165672	0	91	39977	28318	72217	9805	0	886214	2232	94	67409	0	27	0	504	0	0	0	37	0	32	0	16943	0	53161	0	26307	887	39893	24483	0	136
MAG01283_bin.24	21686	168979	24944	42035	7381	33550	158106	7027	35064	154628	76579	0	40514	10812	40560	13826	1444	13266	3701	103764	127998	11240	48447	44998	120378	99940	116580	103775	21452	31034	23416	21155	12494	92450
MAG01283_bin.3	22299	154963	89728	172384	6322	29942	184680	154179	94204	621882	158125	0	8094	24817	79514	2104	47832	133933	0	333851	235543	29953	179838	77327	16673	797125	145431	21654	6664	63037	64330	61665	190123	334163
MAG01283_bin.6	0	816	0	0	37625	1123	26835	492	1866	156255	198	2912	63006	0	136	0	0	73	0	3900	0	217	0	6745	0	0	0	407	27479	15917	15125	0	8775	74
MAG01283_bin.9	0	10369	182	0	10836	0	5201	1070	0	2976974	0	1051	4550	786	0	145	0	371	0	266	0	2618	0	283	0	168	4817	0	2243	0	2280	50747	0	666
MAG01284_bin.12	7210	6044	5134	0	9354	17126	2660	0	3686	13280	4053	0	0	10750	8927	0	4207	12844	0	2970	0	266721	0	614	0	2352	0	2675	6282	0	15009	398	0	12407
MAG01284_bin.13	258528	0	3536	37936	1420	2509	291	0	109	481	0	401	1721	38043	0	0	4194	10211	0	0	113	555872	6471	0	195	18917	0	1407	683	11941	0	215	0	250
MAG01284_bin.15	95	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	5923	682	0	0	0	346290	0	0	0	0	0	0	0	94	0	0	0	4
MAG01284_bin.17	18736	211099	59662	224777	102639	89828	195460	130576	88103	0	58396	0	13801	74634	166484	1202	82919	35349	0	233661	25620	899146	301458	7200	0	57340	67041	49913	2678	46823	119731	31273	241469	241326
MAG01284_bin.18	5680	12433	1680	8105	9290	269310	10630	0	1033	3818	7860	1182	0	5303	0	12526	1999562	3973	95	3682	0	745623	3800	9629	6309	0	7666	0	4507	81403	9962	17385	0	3524
MAG01284_bin.1	3815	252048	156646	404425	1480	200523	637231	34778	2980	178241	425292	0	0	123267	189140	1650	48672	40508	0	187357	916902	2149042	197884	48258	1878	1573	45892	326307	957	374512	462954	160288	291400	930705
MAG01284_bin.20	2340	3480	0	1911	2207	0	1021	1031	0	0	1404	0	1601	924	0	0	38778	1718	0	979	0	95884	0	456	1659	182	1971	1416	3116	2856	3326	1090	0	4047
MAG01284_bin.21	682	6928	0	5898	11069	34212	3016	2938	0	599	5677	0	1380	4032	1326	1343	39742	0	0	782	493	488746	3228	916	3084	0	514	1273	2845	8005	9416	960	1354	855
MAG01284_bin.22	0	6062	0	8509	3326	19210	2927	1855	0	1865	0	0	0	3794	7611	1291	10683	4796	0	0	0	75914	1881	990	3980	2913	1765	1663	3119	0	3425	2869	1363	2977
MAG01284_bin.23	22840	11423	1906	1430	18122	17600	21109	0	594	3160	2333	0	1034	6748	0	0	163371	0	0	281	16589	375907	2229	0	23347	4517	394	2920	9024	13032	32348	0	14706	505
MAG01284_bin.29	1714	0	0	381	2843	489	2362	0	491	0	0	0	0	950	0	0	1470	0	0	0	330	128210	0	106	0	1798	187	0	181	2322	183	0	775	146
MAG01284_bin.30	918	27883	0	140	164689	399	64959	0	0	13593	7292	0	0	947	0	11	1755	0	0	0	18	371093	197	0	66	0	64658	0	347712	6171	106774	0	44350	386
MAG01284_bin.31	289	99	0	3632	0	24237	0	0	0	0	14	0	0	0	0	0	6419	0	0	0	0	138413	0	0	0	0	0	0	34	0	113	0	0	2
MAG01284_bin.32	0	1209	484	886	0	33468	283	2305	0	1433	0	558	1129	2976	0	404	2244	2879	0	0	0	333424	1894	0	0	352	0	1747	0	704	0	579	0	158
MAG01284_bin.33	31485	115018	6613	564604	13031	34545	14960	20798	271966	2702	14357	0	12878	18288	19248	0	17057	55613	0	7773	24710	535256	13899	3021	10606	0	147659	27337	2274	46274	18232	32620	72869	25514
MAG01284_bin.38	70276	33341	40970	28579	30047	45495	31501	9501	9055	9502	28877	0	24853	11077	19491	0	26261	8941	0	7845	27275	286743	25725	16284	55174	79748	14160	190	13773	44922	31349	37332	33059	35541
MAG01284_bin.39	1134	0	3404	1827	5740	13619	0	3049	0	3966	1527	0	2963	10744	2657	8227	36292	5862	0	1881	0	470953	4754	1380	1240	581	2692	11262	5150	11823	3333	2903	0	6738
MAG01284_bin.3	0	13	0	32	0	0	0	29	0	0	0	0	0	0	2161	0	6308	1847	0	0	0	224677	0	0	0	8863	0	0	0	0	0	0	0	5
MAG01284_bin.41	0	0	0	69	93	0	14	0	16	0	0	0	0	60	0	0	0	0	0	0	0	371777	687	0	0	0	0	98	0	0	0	0	0	22
MAG01284_bin.43	465349	121777	213693	222742	50939	40192	41389	61125	376705	32141	240686	0	463877	46926	98394	20606	45662	188675	0	239077	99096	643704	183010	195567	333850	245788	107810	267575	70254	62585	96789	145522	56487	254033
MAG01284_bin.47	1402	3264	1600	3581	3941	9705	0	1031	0	200305	0	0	1126	1133	4789	0	454407	0	0	1254	2808	984486	0	1635	330569	983	0	0	1972	3164	3030	169722	6374	198
MAG01284_bin.51	3140	0	0	16647	26053	77091	0	0	2480	1091	0	0	0	1335	0	0	42110	591	0	4403	1100	83254	0	4104	2857	0	3929	1314	0	16005	0	14483	4054	993
MAG01284_bin.54	37968	246755	27374	65471	12592	47208	243598	0	43503	29298	113391	0	50779	11515	43652	16921	3524	15441	5291	151872	198510	83912	51974	69454	152930	105637	180392	159431	31700	56075	42112	28224	20339	125833
MAG01284_bin.9	0	11790	0	78	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97143	0	0	92	0	0	0	0	0	0	0	26149	0
MAG01285_bin.12	0	3551	0	2112	4780	11335	1441	1371	0	0	1164	968	4883	0	1375	1182	4559414	0	0	0	372	6272	2182	591	0	385	1550	907	5762	4957	4748	1920	2342	8941
MAG01285_bin.14	2991	5351	4853	25831	101787	1074575	9553	0	18358	4836	6040	0	0	2909	3144	188	1112172	0	0	5602	14136	10984	0	5353	6685	7273	7441	2814	17471	12889	22736	8417	11386	13352
MAG01285_bin.15	9784	4060	2105	2884	42652	63296	1274	7660	0	81039	0	1616	1718	21628	0	4513	565844	0	0	1264	0	165410	0	890	1384	0	0	2311	2425	57346	0	6538	2941	957268
MAG01285_bin.16	3244	1153	6754	282	3829	20191	3252	186	0	561	0	0	0	5623	0	10	467812	3104	0	0	932	3770	1774	0	32	0	1654	3874	8515	0	0	386	3807	491
MAG01285_bin.17	0	2447	0	12613	9442	43297	2864	0	4794	945	2027	196	6364	0	2444	15653	112616	936	182	3591	1764	36913	0	2786	0	0	0	0	9033	11797	12092	6270	0	10662
MAG01285_bin.18	0	0	0	0	51	1300	0	598	0	64	0	0	0	182	0	0	85654	0	0	0	0	73	0	0	0	0	57	0	197	0	27	0	238	0
